SECNUM,HWY_ID,AADTA,PCT_TRUCKA,YEAR,PAVETYPE,PQI,RQI,SR,AVG_IRI,LENGTH,PNTCNT,INC_INJ,NON_INC_INJ,POS_INJ,FATAL,PRO_DAM,NV,year_2003,year_2004,year_2005,year_2006,year_2007,year_2008,year_2009,year_2010,year_2011,year_2012,year_2013,bituminous_1,bituminous_2,Weekend,Curve,Grade,Hillcrest,Sag,Wet,Snow,SLR,Rushhour
13944,MN92-U,895,5.7,2007,BAB,3.2,3.2,,109,0.9960000000000022,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13945,MN92-U,895,5.7,2007,BAB,2.3,2.7,,128,0.5210000000000008,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13946,MN92-U,1546,6.7,2007,BAB,3.9,3.8,,54,0.4749999999999943,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13947,MN92-U,1546,6.7,2007,BAB,3.8,4,,49,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13948,MN92-U,1546,6.7,2007,BAB,4,4,,44,0.9939999999999998,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13949,MN92-U,1546,6.7,2007,BAB,3.8,3.8,,51,1.014000000000003,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13950,MN92-U,1546,6.7,2007,BAB,3.9,3.9,,59,0.9909999999999997,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13951,MN92-U,1546,6.7,2007,BAB,3.9,4.2,,41,0.3200000000000003,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13952,MN92-U,1548,6.7,2007,BAB,3.8,4,,49,0.6749999999999972,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
13953,MN92-U,1548,6.7,2007,BAB,3.8,3.9,,48,0.9939999999999998,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13954,MN92-U,1548,6.7,2007,BAB,3.9,3.9,,50,1.0020000000000024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13955,MN92-U,1548,6.7,2007,BAB,3.9,3.9,,50,0.9919999999999973,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13956,MN92-U,1548,6.7,2007,BAB,3.8,3.8,,54,0.9890000000000043,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13957,MN92-U,1548,6.7,2007,BAB,3.9,3.9,,50,1.0159999999999982,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13958,MN92-U,1548,6.7,2007,BAB,3.9,3.8,,52,0.9990000000000023,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
13959,MN92-U,1548,6.7,2007,BAB,3.9,3.9,,49,0.9989999999999952,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13960,MN92-U,1548,6.7,2007,BAB,3.9,3.9,,54,0.3100000000000023,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13961,MN92-U,2316,7.9,2007,BAB,3.3,3.3,,100,0.6869999999999976,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13962,MN92-U,2316,7.9,2007,BAB,3.2,3.1,,106,0.9960000000000022,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13963,MN92-U,2316,7.9,2007,BAB,3.1,3.2,,120,1.0600000000000023,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13964,MN92-U,3805,8.2,2007,BAB,2.9,2.8,,118,0.45299999999999585,4,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1
13965,MN92-U,4246,8.4,2007,BAB,2.6,2.1,,195,0.31500000000000483,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
13966,MN92-U,1479,9.9,2007,BAB,3.1,3,,101,1.0869999999999962,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1
13967,MN92-U,1479,9.9,2007,BAB,3.4,3.2,,97,0.9930000000000021,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13968,MN92-U,1479,9.9,2007,BAB,3.4,3.3,,85,1.006999999999998,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13969,MN92-U,1479,9.9,2007,BAB,3.5,3.3,,84,0.9969999999999999,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1
13970,MN92-U,1479,9.9,2007,BAB,3.4,3.4,,75,0.9990000000000023,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
13971,MN92-U,1479,9.9,2007,BAB,3.5,3.4,,79,0.9990000000000023,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
13972,MN92-U,1479,9.9,2007,BAB,3.6,3.4,,85,1.0030000000000001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13973,MN92-U,1479,9.9,2007,BAB,3.6,3.5,,75,1.0110000000000028,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13974,MN92-U,1479,9.9,2007,BAB,3.3,3.4,,90,0.9989999999999952,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13975,MN92-U,1479,9.9,2007,BAB,3.4,3.5,,79,0.5649999999999977,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13976,MN92-U,1256,10.1,2007,BAB,3.2,3.2,,89,0.4350000000000023,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13977,MN92-U,1256,10.1,2007,BAB,3.1,3.1,,113,0.9989999999999952,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13978,MN92-U,1256,10.1,2007,BAB,3.4,2.9,,133,0.9990000000000094,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13979,MN92-U,1256,10.1,2007,BAB,3.4,3,,118,0.9969999999999999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13980,MN92-U,1256,10.1,2007,BAB,3.3,3.2,,94,0.9949999999999903,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13981,MN92-U,1256,10.1,2007,BAB,3.1,2.5,,173,0.6370000000000005,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13982,MN93-U,5416,4.7,2007,CD,,,,,0.156,4,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
13983,MN93-U,5416,4.7,2007,BAB,2.6,2.3,,184,0.6689999999999999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13984,MN93-U,2292,4,2007,BAB,3.3,3.1,,104,1.305,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
13985,MN93-U,2292,4,2007,BAB,3.1,3,,111,0.9969999999999999,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
13986,MN93-U,2292,4,2007,BAB,3,3.3,,91,0.9969999999999999,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13987,MN93-U,2292,4,2007,BAB,3.1,2.8,,115,0.6000000000000005,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13988,MN95-D,13859,6.4,2007,BAB,,,,,0.9909999999999997,32,0,2,7,0,23,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1
13989,MN95-D,13859,6.4,2007,BAB,,,,,1.0080000000000027,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13990,MN95-D,16683,6.1,2007,BAB,,,,,0.32799999999999585,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13991,MN95-D,16683,6.1,2007,BAB,,,,,0.6080000000000041,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13992,MN95-D,14676,10,2007,BAB,3.1,3.3,2.9,86,0.8999999999999915,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13993,MN95-D,12638,3.5,2007,BAB,3.2,3.2,3.3,81,0.6890000000000072,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13994,MN95-D,14676,10,2007,BAB,3.4,3,3.8,95,0.507000000000005,11,0,1,2,0,8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1
13995,MN95-I,13859,6.4,2007,BAB,,,,,0.9909999999999997,26,0,4,6,0,16,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1
13996,MN95-I,13859,6.4,2007,BAB,,,,,1.0080000000000027,4,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1
13997,MN95-I,16683,6.1,2007,BAB,,,,,0.32799999999999585,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13998,MN95-I,16683,6.1,2007,BAB,,,,,0.6080000000000041,11,0,0,1,0,10,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,1
13999,MN95-I,14676,10,2007,BAB,3.5,3.3,3.7,87,0.8999999999999915,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
14000,MN95-I,12638,3.5,2007,BAB,3.4,3.7,3.2,61,0.6890000000000072,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
14001,MN95-I,14676,10,2007,BAB,3.2,3,3.5,106,0.507000000000005,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
14002,MN95-U,4854,9.6,2007,BOB,3.5,3.7,,57,0.8939999999999999,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
14002,MN95-U,4854,9.6,2007,BOB,,,,,0.8939999999999999,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
14003,MN95-U,4854,9.6,2007,BOB,3.8,4.2,,32,1.016,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14003,MN95-U,4854,9.6,2007,BOB,,,,,1.016,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14004,MN95-U,4854,9.6,2007,BOB,3.8,4.2,,34,0.9790000000000001,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
14004,MN95-U,4854,9.6,2007,BOB,,,,,0.9790000000000001,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
14005,MN95-U,4854,9.6,2007,BOB,3.9,4.2,,31,1.0030000000000001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14005,MN95-U,4854,9.6,2007,BOB,,,,,1.0030000000000001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14006,MN95-U,4854,9.6,2007,BOB,3.8,4.3,,30,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14006,MN95-U,4854,9.6,2007,BOB,,,,,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14007,MN95-U,4854,9.6,2007,BOB,3.8,4.2,,33,0.9500000000000002,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
14007,MN95-U,4854,9.6,2007,BOB,,,,,0.9500000000000002,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
14008,MN95-U,4854,9.6,2007,BOB,3.8,4.2,,33,1.0829999999999993,3,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1
14008,MN95-U,4854,9.6,2007,BOB,,,,,1.0829999999999993,3,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1
14009,MN95-U,4854,9.6,2007,BOB,3.6,4.2,,34,0.9870000000000001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14009,MN95-U,4854,9.6,2007,BOB,,,,,0.9870000000000001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14010,MN95-U,4854,9.6,2007,BOB,3.8,4.2,,32,0.9980000000000011,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
14010,MN95-U,4854,9.6,2007,BOB,,,,,0.9980000000000011,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
14011,MN95-U,4854,9.6,2007,BOB,3.8,4.2,,33,0.9949999999999992,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14011,MN95-U,4854,9.6,2007,BOB,,,,,0.9949999999999992,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14012,MN95-U,4854,9.6,2007,BOB,3.5,4.1,,41,1.0039999999999996,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
14012,MN95-U,4854,9.6,2007,BOB,,,,,1.0039999999999996,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
14013,MN95-U,4854,9.6,2007,BOB,3.5,3.9,,43,1.0060000000000002,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
14013,MN95-U,4854,9.6,2007,BOB,,,,,1.0060000000000002,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
14014,MN95-U,4854,9.6,2007,BOB,3.4,4.1,,37,1.0060000000000002,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14014,MN95-U,4854,9.6,2007,BOB,,,,,1.0060000000000002,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14015,MN95-U,4854,9.6,2007,BOB,3.7,4.1,,37,1.0039999999999996,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
14015,MN95-U,4854,9.6,2007,BOB,,,,,1.0039999999999996,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
14016,MN95-U,4854,9.6,2007,BOB,3,4,,39,0.4239999999999995,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14016,MN95-U,4854,9.6,2007,BOB,,,,,0.4239999999999995,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14017,MN95-U,6085,10.2,2007,BOB,3,4,,39,0.5760000000000005,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14018,MN95-U,6085,10.2,2007,BOB,3.7,4.1,,36,1.0030000000000001,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14019,MN95-U,6085,10.2,2007,BOB,3.4,4.1,,37,1.0000000000000018,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14020,MN95-U,6085,10.2,2007,BOB,3.8,4.1,,35,1.004999999999999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14021,MN95-U,6085,10.2,2007,BOB,3.8,4.2,,34,1.001999999999999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14022,MN95-U,6085,10.2,2007,BOB,3.6,4,,41,1.0030000000000001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14023,MN95-U,6085,10.2,2007,BOB,3.7,4.1,,36,1.0010000000000012,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14024,MN95-U,6085,10.2,2007,BOB,3.8,4.1,,37,1.0060000000000002,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14025,MN95-U,6085,10.2,2007,BOB,3.5,3.4,,75,0.3279999999999994,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14026,MN95-U,6355,7,2007,BOB,3.5,3.4,,75,0.09100000000000108,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14027,MN95-U,6355,7,2007,BOB,3.5,3.6,,56,0.884999999999998,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
14028,MN95-U,6420,8.1,2007,BOB,3.5,3.6,,56,0.02400000000000091,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14029,MN95-U,7484,6.9,2007,BOB,3.5,3.6,,56,0.038000000000000256,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14030,MN95-U,7484,6.9,2007,BOB,3.5,3.6,,60,0.9899999999999984,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
14031,MN95-U,7484,6.9,2007,BOB,3.6,4.1,,39,0.9969999999999999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14032,MN95-U,7484,6.9,2007,BOB,3.4,4,,42,0.9980000000000011,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14033,MN95-U,7484,6.9,2007,BOB,3.5,3.7,,55,0.48799999999999955,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14034,MN95-U,5362,6.6,2007,BOB,3.5,3.7,,55,0.5250000000000021,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14035,MN95-U,5362,6.6,2007,BOB,3.4,4,,40,1.006999999999998,3,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
14036,MN95-U,5362,6.6,2007,BAB,3.9,3.8,,56,0.9860000000000007,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
14037,MN95-U,5362,6.6,2007,BAB,4,4,,44,1.0120000000000005,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14038,MN95-U,5362,6.6,2007,BAB,3.8,3.6,,58,0.9920000000000009,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14039,MN95-U,5362,6.6,2007,BAB,3.9,3.9,,51,1.144999999999996,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
14040,MN95-U,5665,6.1,2007,BAB,3.4,2.9,,111,0.4960000000000022,10,0,3,3,0,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1
14041,MN95-U,6170,5.4,2007,BAB,3.5,3.6,,63,0.2220000000000013,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14042,MN95-U,6170,5.4,2007,BAB,3.6,3.7,,59,1.1389999999999958,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1
14043,MN95-U,6170,5.4,2007,BAB,3.8,3.7,,58,0.9980000000000047,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14044,MN95-U,6170,5.4,2007,BAB,3.8,3.6,,67,0.7269999999999968,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14045,MN95-U,7050,5.2,2007,BAB,3.9,3.8,,60,0.1810000000000045,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14046,MN95-U,7050,5.2,2007,BAB,3.9,3.8,,60,1.1099999999999994,3,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1
14047,MN95-U,7050,5.2,2007,BAB,3.7,3.8,,56,1.0429999999999993,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
14048,MN95-U,7050,5.2,2007,BAB,3.8,3.6,,66,0.9469999999999956,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14049,MN95-U,7050,5.2,2007,BAB,3.6,3.7,,60,0.41799999999999926,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14050,MN95-U,9021,4.7,2007,BAB,3.4,3.2,,132,0.48100000000000165,5,0,1,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1
14051,MN95-U,11420,4.4,2007,BAB,3.6,3.2,,94,0.2749999999999986,3,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1
14052,MN95-U,12894,4.5,2007,BAB,3.3,2.8,,144,0.8200000000000003,27,0,1,4,0,22,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1
14053,MN95-U,8737,2.8,2007,BAB,3,3.1,,112,0.9840000000000018,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
14054,MN95-U,8737,2.8,2007,BAB,3,3.1,,112,1.0020000000000024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14055,MN95-U,8737,2.8,2007,BAB,3.3,3.2,,100,0.9809999999999945,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14056,MN95-U,8737,2.8,2007,BAB,2.8,2.9,,107,0.9720000000000013,3,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
14057,MN95-U,8737,2.8,2007,BAB,2.8,3,,100,0.9699999999999989,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14058,MN95-U,8737,2.8,2007,BAB,2.8,2.8,,122,0.953000000000003,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14059,MN95-U,8737,2.8,2007,BAB,2.9,2.8,,129,0.9699999999999989,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
14060,MN95-U,8737,2.8,2007,BAB,2.8,2.6,,139,0.9609999999999985,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
14061,MN95-U,8737,2.8,2007,BAB,2.8,2.8,,118,1.0450000000000017,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14062,MN95-U,10400,7.8,2007,BAB,2.7,2.6,2.9,132,0.828000000000003,3,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
14063,MN95-U,13552,4.9,2007,BAB,3,2.7,3.3,147,0.41199999999999903,3,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
14064,MN95-U,13552,4.9,2007,BAB,3.3,2.8,4,134,0.5429999999999993,11,0,0,6,0,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1
14065,MN95-U,3560,7.8,2007,BAB,3.2,3.2,3.2,105,0.4230000000000018,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14066,MN95-U,3560,7.8,2007,BAB,3,3.1,3,99,0.9939999999999998,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1
