SECNUM,HWY_ID,AADTA,PCT_TRUCKA,YEAR,PAVETYPE,PQI,RQI,SR,AVG_IRI,LENGTH,PNTCNT,INC_INJ,NON_INC_INJ,POS_INJ,FATAL,PRO_DAM,NV,year_2003,year_2004,year_2005,year_2006,year_2007,year_2008,year_2009,year_2010,year_2011,year_2012,year_2013,bituminous_1,bituminous_2,Weekend,Curve,Grade,Hillcrest,Sag,Wet,Snow,SLR,Rushhour
1,I35-D,21265,26.5,2007,CD,3.9,3.8,4,64,1.0,4,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
2,I35-D,21265,26.5,2007,CD,3.9,3.8,4,61,1.001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,I35-D,21265,26.5,2007,CD,3.8,3.6,4,75,1.0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1
4,I35-D,21265,26.5,2007,CD,3.9,3.9,4,60,1.0000000000000004,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
5,I35-D,21265,26.5,2007,CD,4.1,4.2,4,49,0.9989999999999997,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,I35-D,21265,26.5,2007,CD,4,4,4,54,0.9980000000000002,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,I35-D,21265,26.5,2007,CD,4,4,4,55,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,I35-D,21265,26.5,2007,CD,3.8,3.6,4,77,1.0409999999999995,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,I35-D,21265,26.5,2007,CD,3.9,3.9,4,57,0.9600000000000009,3,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
10,I35-D,21265,26.5,2007,CD,3.7,3.5,4,74,1.001999999999999,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11,I35-D,21265,26.5,2007,CD,3.8,3.7,4,72,0.9990000000000006,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
12,I35-D,21265,26.5,2007,CD,3.8,3.6,4,77,1.0030000000000001,7,0,1,2,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1
13,I35-D,21265,26.5,2007,CD,3.7,3.5,4,74,0.9990000000000006,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,I35-D,21265,26.5,2007,CD,3.8,3.6,4,67,0.472999999999999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,I35-D,20837,19.2,2007,BOC,3.5,3.6,3.5,66,0.5259999999999998,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
16,I35-D,20837,19.2,2007,BOC,3.6,3.8,3.5,57,0.9990000000000006,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17,I35-D,20837,19.2,2007,BOC,3.5,3.6,3.5,64,0.3650000000000002,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18,I35-D,20837,19.2,2007,BOC,3.6,3.7,3.5,60,0.6369999999999987,4,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
19,I35-D,20837,19.2,2007,BOC,3.5,3.6,3.5,61,0.9990000000000023,7,0,0,1,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
20,I35-D,20837,19.2,2007,BOC,3.5,3.6,3.5,64,0.41799999999999926,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21,I35-D,20924,19.2,2007,BOC,3.5,3.6,3.5,68,0.5829999999999984,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
22,I35-D,20924,19.2,2007,BOC,3.5,3.6,3.5,66,0.9990000000000023,4,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1
23,I35-D,20924,19.2,2007,BOC,3.5,3.6,3.5,66,0.39099999999999824,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24,I35-D,20752,18,2007,BOC,3.7,3.4,4,80,0.6120000000000019,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25,I35-D,20752,18,2007,BOC,3.5,3.4,3.7,77,0.9949999999999974,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,I35-D,20752,18,2007,BOC,3.3,3.4,3.3,78,1.0010000000000012,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
27,I35-D,20752,18,2007,BOC,3.4,3.4,3.5,82,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
28,I35-D,20752,18,2007,BOC,3.4,3.3,3.5,86,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
29,I35-D,20752,18,2007,BOC,3.4,3.4,3.5,81,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
30,I35-D,20752,18,2007,BOC,3.2,3.2,3.3,87,0.9969999999999999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
31,I35-D,20752,18,2007,BOC,3.4,3.3,3.5,90,1.1380000000000017,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
32,I35-D,21016,6.4,2007,CD,2.6,2.3,2.9,150,0.8669999999999973,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,I35-D,21016,6.4,2007,CD,2.9,2.3,3.7,149,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,I35-D,21016,6.4,2007,CD,2.6,2.2,3,167,1.0010000000000012,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,I35-D,21016,6.4,2007,CD,3.2,2.9,3.5,117,0.9980000000000011,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,I35-D,21016,6.4,2007,CD,3.1,2.6,3.6,136,0.9999999999999964,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,I35-D,21016,6.4,2007,CD,2.9,2.5,3.3,147,0.9990000000000023,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,I35-D,21016,6.4,2007,CD,2.5,2.2,2.9,168,1.0009999999999977,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,I35-D,21016,6.4,2007,CD,2.8,2.1,3.7,181,0.9990000000000023,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,I35-D,21016,6.4,2007,CD,3.2,2.7,3.8,129,0.9059999999999988,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,I35-D,23629,17,2007,BAB,3.3,3.3,3.4,87,0.9920000000000044,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
42,I35-D,23629,17,2007,BAB,3.3,3.3,3.4,92,0.9989999999999952,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
43,I35-D,23629,17,2007,BAB,3.1,2.9,3.4,120,1.0010000000000048,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
44,I35-D,23629,17,2007,BAB,3.3,3.1,3.5,106,0.394999999999996,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
45,I35-D,28278,15.4,2007,BAB,2.6,3.1,2.2,106,0.6069999999999993,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
46,I35-D,28278,15.4,2007,BAB,2.7,3.2,2.2,99,0.7790000000000035,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
47,I35-D,32763,14.3,2007,BAB,2.7,3.2,2.2,99,1.2220000000000013,6,0,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1
48,I35-D,32763,14.3,2007,BAB,2.1,2.6,1.7,149,0.8969999999999985,21,0,0,2,0,19,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1
49,I35-D,31537,3.5,2007,BAB,2.8,2.5,3.2,156,1.2029999999999959,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
50,I35-D,31537,3.5,2007,BAB,3.2,3,3.4,116,0.9990000000000023,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
51,I35-D,31537,3.5,2007,BAB,3.1,2.7,3.5,135,1.0009999999999977,8,1,0,1,0,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1
52,I35-D,31537,3.5,2007,BAB,3.2,3,3.5,118,0.9990000000000023,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
53,I35-D,31537,3.5,2007,BAB,3.2,3,3.5,120,1.0,3,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
54,I35-D,31537,3.5,2007,BAB,3.1,2.9,3.4,131,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
55,I35-D,31537,3.5,2007,BAB,3.3,3,3.7,125,0.9990000000000023,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
56,I35-D,31537,3.5,2007,BAB,3.4,3.2,3.7,108,1.0039999999999978,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
57,I35-D,31537,3.5,2007,BAB,3.7,3.5,4,79,1.0039999999999978,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
58,I35-D,31537,3.5,2007,BAB,3.8,3.7,4,70,1.0040000000000049,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
59,I35-D,31537,3.5,2007,BAB,3.6,3.8,3.5,70,1.0039999999999978,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
60,I35-D,31537,3.5,2007,BAB,3.7,3.9,3.5,62,1.2719999999999985,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
61,I35-D,28866,17.7,2007,CD,3,2.5,3.5,139,0.7360000000000042,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,I35-D,28866,17.7,2007,CD,3.5,3.1,4,103,1.0039999999999978,3,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
63,I35-D,28866,17.7,2007,CD,3.1,2.4,4,139,1.0039999999999978,3,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1
64,I35-D,28866,17.7,2007,CD,3.5,3,4,107,1.1810000000000045,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
65,I35-D,31093,17.9,2007,BOC,3.8,3.6,4,67,0.8279999999999959,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
66,I35-D,31093,17.9,2007,BOC,3.6,3.8,3.5,62,1.0039999999999978,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
67,I35-D,31093,17.9,2007,BOC,3.7,3.9,3.5,55,0.9969999999999999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
68,I35-D,31093,17.9,2007,BOC,3.5,3.8,3.3,62,0.7690000000000055,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
69,I35-D,32529,17.5,2007,CD,3.6,3.3,4,91,1.2349999999999994,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,I35-D,32529,17.5,2007,CD,3.6,3.3,4,90,0.9989999999999952,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,I35-D,32529,17.5,2007,CD,3.7,3.5,4,80,1.0010000000000048,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,I35-D,32529,17.5,2007,CD,3.7,3.4,4,88,1.0010000000000048,3,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
73,I35-D,32529,17.5,2007,CD,3.6,3.3,3.9,88,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,I35-D,32529,17.5,2007,CD,3.6,3.2,4,98,0.44599999999999795,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,I35-D,35503,12.3,2007,CD,3.9,3.9,4,58,0.5519999999999925,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,I35-D,35503,12.3,2007,CD,3.7,3.4,4,78,0.9980000000000047,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
77,I35-D,35503,12.3,2007,CD,3.9,3.8,4,61,0.9969999999999999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,I35-D,35503,12.3,2007,CD,3.9,3.8,4,63,0.9959999999999951,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,I35-D,35503,12.3,2007,CD,4,4,4,60,1.0100000000000051,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,I35-D,35503,12.3,2007,CD,3.9,3.9,4,60,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,I35-D,35503,12.3,2007,CD,3.9,3.8,4,61,0.7669999999999959,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,I35-D,35140,15.7,2007,CD,4,4,,60,1.1890000000000072,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,I35-D,35140,15.7,2007,CD,3.9,3.8,,61,0.8900000000000006,6,0,2,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1
84,I35-D,44364,13.3,2007,CD,3.7,3.5,,80,1.1099999999999994,5,0,0,2,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
85,I35-D,44364,13.3,2007,CD,3.9,3.8,,61,0.9979999999999905,9,1,1,2,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1
86,I35-D,44364,13.3,2007,CD,3.9,3.8,,60,1.0010000000000048,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
87,I35-D,44364,13.3,2007,CD,4,4,,56,0.8340000000000032,3,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
88,I35-D,44678,13.2,2007,CD,3.9,3.9,,58,0.5330000000000013,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,I35-D,59323,1.9,2007,CD,3.9,3.9,,58,0.6340000000000003,7,0,1,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
90,I35-D,59323,1.9,2007,CD,3.8,3.6,,84,1.0039999999999907,8,0,1,0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
91,I35-D,59323,1.9,2007,CD,3.7,3.5,,101,0.9980000000000047,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
92,I35-D,59323,1.9,2007,CD,3.7,3.4,,98,0.8259999999999934,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,I35-D,70000,9.8,2007,CD,3.1,2.6,,142,0.666000000000011,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,I35-D,81083,10.6,2007,CD,3.6,3.2,,91,0.5099999999999909,13,0,0,2,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1
95,I35-D,81083,10.6,2007,CD,3.8,3.7,,73,0.9960000000000093,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,I35-D,81083,10.6,2007,CD,3.6,3.3,,93,1.266999999999996,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,I35-D,72103,4.7,2007,BOC,3.4,3.4,,80,0.5799999999999983,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
98,I35-D,72103,4.7,2007,BOC,3.3,3.2,,82,1.0020000000000095,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
99,I35-D,72103,4.7,2007,BOC,3.5,3.7,,59,0.9549999999999841,7,0,1,2,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1
100,I35-D,61362,4.9,2007,BOC,3.5,3.6,,69,1.0020000000000095,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
101,I35-D,61362,4.9,2007,BOC,3.5,3.6,,66,1.0020000000000095,10,0,4,1,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1
102,I35-D,61362,4.9,2007,BOC,3.4,3.3,,85,0.48399999999998045,10,0,1,2,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1
103,I35-D,30500,6.2,2007,CD,2.8,2.8,,122,0.5409999999999968,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,I35-D,38823,2.8,2007,BOB,,,,,0.9699999999999989,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
105,I35-D,38823,2.8,2007,BAB,3.3,2.9,,113,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
106,I35-D,38823,2.8,2007,BOB,,,,,1.0010000000000048,7,0,2,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1
107,I35-D,38823,2.8,2007,BAB,3.1,2.9,,113,1.0010000000000048,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
108,I35-D,38823,2.8,2007,BAB,3,2.6,,128,0.9979999999999905,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
109,I35-D,38823,2.8,2007,BAB,3,2.7,,127,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
110,I35-D,38823,2.8,2007,BAB,3.2,2.8,,116,1.0,5,0,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1
111,I35-D,38823,2.8,2007,BAB,3.1,2.7,,126,0.9990000000000236,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
112,I35-D,38823,2.8,2007,BAB,3.1,2.6,,132,1.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
113,I35-D,38823,2.8,2007,BAB,2.9,2.5,,140,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
114,I35-D,38823,2.8,2007,BAB,3,2.6,,139,1.0019999999999811,5,1,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1
115,I35-D,38823,2.8,2007,BAB,3,2.7,,134,0.9989999999999952,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
116,I35-D,38823,2.8,2007,BAB,2.8,2.5,,163,0.9990000000000236,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
117,I35-D,38823,2.8,2007,BAB,2.9,2.6,,136,1.0009999999999764,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
118,I35-D,38823,2.8,2007,BAB,3,2.7,,135,0.7290000000000134,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
119,I35-D,28813,6,2007,BAB,2.8,2.9,,121,0.5790000000000077,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
120,I35-D,25623,6,2007,BAB,1.8,2.9,,121,0.6919999999999789,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
121,I35-D,25623,6,2007,BAB,2.1,2.7,,118,0.9990000000000236,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
122,I35-D,25623,6,2007,BAB,2.1,2.8,,110,1.0019999999999811,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
123,I35-D,25623,6,2007,BAB,1.9,2.9,,109,1.007000000000005,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
124,I35-D,25623,6,2007,BAB,1.9,2.7,,125,0.992999999999995,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
125,I35-D,25623,6,2007,BAB,1.6,2.5,,142,0.9980000000000189,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
126,I35-D,25623,6,2007,BAB,2.2,2.5,,139,0.8369999999999891,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
127,I35-D,23452,6,2007,CD,3.5,3,,92,1.1639999999999873,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,I35-D,23452,6,2007,CD,3.7,3.6,,75,0.9990000000000236,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,I35-D,23452,6,2007,CD,3.6,3.5,,80,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,I35-D,23452,6,2007,CD,3.5,3.3,,84,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,I35-D,23452,6,2007,CD,3.2,3.1,,98,1.0019999999999811,3,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1
132,I35-D,23452,6,2007,CD,3.5,3.2,,83,0.9980000000000189,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,I35-D,23452,6,2007,CD,3.3,3.6,,71,1.0019999999999811,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,I35-D,23452,6,2007,CD,3.6,3.5,,76,1.1680000000000064,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,I35-D,18468,0.8,2007,BOC,4.1,4.2,,36,0.8389999999999986,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
136,I35-D,18468,0.8,2007,BOC,4,4.1,,38,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
137,I35-D,18468,0.8,2007,BOC,3.9,3.9,,52,1.01400000000001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
138,I35-D,18468,0.8,2007,BOC,4,4,,39,0.9869999999999948,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
139,I35-D,18468,0.8,2007,BOC,4,4,,43,1.0010000000000048,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
140,I35-D,18468,0.8,2007,BOC,4,4.1,,36,1.0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
